település;fertőzöttek;népesség;;;;;;;;;;;;;;;;;;;;;;;
Homokszentgyörgy;27;1 091;;;;;;;;;;;;;;;;;;;;;;;
Kacsóta;7;283;;;;;;;;;;;;;;;;;;;;;;;
Szamosszeg;47;1 902;;;;;;;;;;;;;;;;;;;;;;;
Darány;23;931;;;;;;;;;;;;;;;;;;;;;;;
Kardos;14;567;;;;;;;;;;;;;;;;;;;;;;;
Mogyoróska;2;81;;;;;;;;;;;;;;;;;;;;;;;
Nemesdéd;20;810;;;;;;;;;;;;;;;;;;;;;;;
Tompaládony;8;324;;;;;;;;;;;;;;;;;;;;;;;
Szögliget;15;608;;;;;;;;;;;;;;;;;;;;;;;
Pilis;299;12 120;;;;;;;;;;;;;;;;;;;;;;;
Hidegség;11;446;;;;;;;;;;;;;;;;;;;;;;;
Sajógalgóc;9;365;;;;;;;;;;;;;;;;;;;;;;;
Farmos;87;3 536;;;;;;;;;;;;;;;;;;;;;;;
Mikófalva;17;691;;;;;;;;;;;;;;;;;;;;;;;
Füzesgyarmat;139;5 650;;;;;;;;;;;;;;;;;;;;;;;
Kenderes;111;4 512;;;;;;;;;;;;;;;;;;;;;;;
Damak;6;244;;;;;;;;;;;;;;;;;;;;;;;
Hegymeg;3;122;;;;;;;;;;;;;;;;;;;;;;;
Bakonyszücs;7;285;;;;;;;;;;;;;;;;;;;;;;;
Harc;21;855;;;;;;;;;;;;;;;;;;;;;;;
Csávoly;44;1 793;;;;;;;;;;;;;;;;;;;;;;;
Bozsok;9;367;;;;;;;;;;;;;;;;;;;;;;;
Bodrog;10;408;;;;;;;;;;;;;;;;;;;;;;;
Vanyola;14;572;;;;;;;;;;;;;;;;;;;;;;;
Bátaapáti;10;409;;;;;;;;;;;;;;;;;;;;;;;
Csévharaszt;50;2 046;;;;;;;;;;;;;;;;;;;;;;;
Borsodszirák;30;1 228;;;;;;;;;;;;;;;;;;;;;;;
Adorjás;5;205;;;;;;;;;;;;;;;;;;;;;;;
Baglad;1;41;;;;;;;;;;;;;;;;;;;;;;;
Füzér;10;410;;;;;;;;;;;;;;;;;;;;;;;
Ipolydamásd;10;410;;;;;;;;;;;;;;;;;;;;;;;
Vámosatya;14;574;;;;;;;;;;;;;;;;;;;;;;;
Felsőrajk;18;739;;;;;;;;;;;;;;;;;;;;;;;
Püspökszilágy;18;739;;;;;;;;;;;;;;;;;;;;;;;
Kompolt;49;2 012;;;;;;;;;;;;;;;;;;;;;;;
Nyírgelse;28;1 150;;;;;;;;;;;;;;;;;;;;;;;
Monor;452;18 566;;;;;;;;;;;;;;;;;;;;;;;
Kővágószőlős;33;1 357;;;;;;;;;;;;;;;;;;;;;;;
Izsófalva;43;1 771;;;;;;;;;;;;;;;;;;;;;;;
Felsőszölnök;14;577;;;;;;;;;;;;;;;;;;;;;;;
Tisztaberek;18;745;;;;;;;;;;;;;;;;;;;;;;;
Dörgicse;7;290;;;;;;;;;;;;;;;;;;;;;;;
Balatonboglár;142;5 883;;;;;;;;;;;;;;;;;;;;;;;
Szárliget;61;2 528;;;;;;;;;;;;;;;;;;;;;;;
Fülöpháza;22;912;;;;;;;;;;;;;;;;;;;;;;;
Fonyód;125;5 183;;;;;;;;;;;;;;;;;;;;;;;
Attala;19;788;;;;;;;;;;;;;;;;;;;;;;;
Sárpilis;17;707;;;;;;;;;;;;;;;;;;;;;;;
Tornaszentjakab;5;208;;;;;;;;;;;;;;;;;;;;;;;
Tiszadob;66;2 746;;;;;;;;;;;;;;;;;;;;;;;
Nagyváty;8;333;;;;;;;;;;;;;;;;;;;;;;;
Körösladány;109;4 538;;;;;;;;;;;;;;;;;;;;;;;
Mándok;104;4 334;;;;;;;;;;;;;;;;;;;;;;;
Hernádkak;40;1 668;;;;;;;;;;;;;;;;;;;;;;;
Mindszentgodisa;21;876;;;;;;;;;;;;;;;;;;;;;;;
Somogyvár;42;1 752;;;;;;;;;;;;;;;;;;;;;;;
Kisar;27;1 127;;;;;;;;;;;;;;;;;;;;;;;
Boconád;31;1 294;;;;;;;;;;;;;;;;;;;;;;;
Egerbakta;35;1 462;;;;;;;;;;;;;;;;;;;;;;;
Tunyogmatolcs;61;2 549;;;;;;;;;;;;;;;;;;;;;;;
Muhi;12;502;;;;;;;;;;;;;;;;;;;;;;;
Zaláta;6;251;;;;;;;;;;;;;;;;;;;;;;;
Őcsény;58;2 431;;;;;;;;;;;;;;;;;;;;;;;
Hernádnémeti;86;3 606;;;;;;;;;;;;;;;;;;;;;;;
Búcsúszentlászló;18;755;;;;;;;;;;;;;;;;;;;;;;;
Homokmégy;31;1 301;;;;;;;;;;;;;;;;;;;;;;;
Nagyberény;32;1 343;;;;;;;;;;;;;;;;;;;;;;;
Nyárlőrinc;56;2 351;;;;;;;;;;;;;;;;;;;;;;;
Bakonykoppány;5;210;;;;;;;;;;;;;;;;;;;;;;;
Csertő;10;420;;;;;;;;;;;;;;;;;;;;;;;
Gömörszőlős;2;84;;;;;;;;;;;;;;;;;;;;;;;
Kákics;5;210;;;;;;;;;;;;;;;;;;;;;;;
Pécsely;14;588;;;;;;;;;;;;;;;;;;;;;;;
Péterhida;4;168;;;;;;;;;;;;;;;;;;;;;;;
Ramocsa;1;42;;;;;;;;;;;;;;;;;;;;;;;
Tiszaeszlár;63;2 646;;;;;;;;;;;;;;;;;;;;;;;
Gyulakeszi;17;715;;;;;;;;;;;;;;;;;;;;;;;
Jákó;15;631;;;;;;;;;;;;;;;;;;;;;;;
Zalaszentgyörgy;10;421;;;;;;;;;;;;;;;;;;;;;;;
Szokolya;46;1 938;;;;;;;;;;;;;;;;;;;;;;;
Magyaregregy;18;759;;;;;;;;;;;;;;;;;;;;;;;
Szamoskér;10;422;;;;;;;;;;;;;;;;;;;;;;;
Örkény;118;4 983;;;;;;;;;;;;;;;;;;;;;;;
Vokány;20;845;;;;;;;;;;;;;;;;;;;;;;;
Úri;62;2 624;;;;;;;;;;;;;;;;;;;;;;;
Gyöngyösoroszi;36;1 524;;;;;;;;;;;;;;;;;;;;;;;
Vállus;3;127;;;;;;;;;;;;;;;;;;;;;;;
Magyarcsanád;35;1 482;;;;;;;;;;;;;;;;;;;;;;;
Nagylóc;35;1 482;;;;;;;;;;;;;;;;;;;;;;;
Örményes;24;1 017;;;;;;;;;;;;;;;;;;;;;;;
Szigetbecse;33;1 399;;;;;;;;;;;;;;;;;;;;;;;
Vörs;12;509;;;;;;;;;;;;;;;;;;;;;;;
Cibakháza;94;3 989;;;;;;;;;;;;;;;;;;;;;;;
Csólyospálos;38;1 614;;;;;;;;;;;;;;;;;;;;;;;
Apácatorna;4;170;;;;;;;;;;;;;;;;;;;;;;;
Lippó;12;510;;;;;;;;;;;;;;;;;;;;;;;
Nagykónyi;25;1 063;;;;;;;;;;;;;;;;;;;;;;;
Békésszentandrás;86;3 658;;;;;;;;;;;;;;;;;;;;;;;
Nagyharsány;35;1 490;;;;;;;;;;;;;;;;;;;;;;;
Pácsony;7;298;;;;;;;;;;;;;;;;;;;;;;;
Baksa;19;809;;;;;;;;;;;;;;;;;;;;;;;
Biri;32;1 365;;;;;;;;;;;;;;;;;;;;;;;
Nemesnép;3;128;;;;;;;;;;;;;;;;;;;;;;;
Tótújfalu;6;256;;;;;;;;;;;;;;;;;;;;;;;
Závod;7;299;;;;;;;;;;;;;;;;;;;;;;;
Zalaszántó;22;940;;;;;;;;;;;;;;;;;;;;;;;
Csögle;15;642;;;;;;;;;;;;;;;;;;;;;;;
Foktő;37;1 585;;;;;;;;;;;;;;;;;;;;;;;
Kerkabarabás;7;300;;;;;;;;;;;;;;;;;;;;;;;
Ötvöskónyi;22;943;;;;;;;;;;;;;;;;;;;;;;;
Ivád;9;386;;;;;;;;;;;;;;;;;;;;;;;
Hajdúszovát;74;3 174;;;;;;;;;;;;;;;;;;;;;;;
Csöde;2;86;;;;;;;;;;;;;;;;;;;;;;;
Drávapiski;2;86;;;;;;;;;;;;;;;;;;;;;;;
Kozmadombja;1;43;;;;;;;;;;;;;;;;;;;;;;;
Nyugotszenterzsébet;6;258;;;;;;;;;;;;;;;;;;;;;;;
Pusztaszemes;9;387;;;;;;;;;;;;;;;;;;;;;;;
Tarcal;66;2 840;;;;;;;;;;;;;;;;;;;;;;;
Városlőd;31;1 334;;;;;;;;;;;;;;;;;;;;;;;
Rákócziújfalu;47;2 023;;;;;;;;;;;;;;;;;;;;;;;
Pusztaszentlászló;13;560;;;;;;;;;;;;;;;;;;;;;;;
Szirmabesenyő;100;4 308;;;;;;;;;;;;;;;;;;;;;;;
Csárdaszállás;10;431;;;;;;;;;;;;;;;;;;;;;;;
Tarnalelesz;39;1 681;;;;;;;;;;;;;;;;;;;;;;;
Szava;8;345;;;;;;;;;;;;;;;;;;;;;;;
Alsózsolca;135;5 822;;;;;;;;;;;;;;;;;;;;;;;
Oroszló;7;302;;;;;;;;;;;;;;;;;;;;;;;
Vilyvitány;6;259;;;;;;;;;;;;;;;;;;;;;;;
Kisnémedi;17;734;;;;;;;;;;;;;;;;;;;;;;;
Hejce;5;216;;;;;;;;;;;;;;;;;;;;;;;
Karakó;5;216;;;;;;;;;;;;;;;;;;;;;;;
Zsédeny;5;216;;;;;;;;;;;;;;;;;;;;;;;
Bácsbokod;60;2 593;;;;;;;;;;;;;;;;;;;;;;;
Gilvánfa;9;389;;;;;;;;;;;;;;;;;;;;;;;
Szendrőlád;50;2 162;;;;;;;;;;;;;;;;;;;;;;;
Kisecset;4;173;;;;;;;;;;;;;;;;;;;;;;;
Tázlár;40;1 730;;;;;;;;;;;;;;;;;;;;;;;
Ököritófülpös;43;1 860;;;;;;;;;;;;;;;;;;;;;;;
Szomor;26;1 125;;;;;;;;;;;;;;;;;;;;;;;
Gölle;20;866;;;;;;;;;;;;;;;;;;;;;;;
Nagypirit;6;260;;;;;;;;;;;;;;;;;;;;;;;
Liptód;5;217;;;;;;;;;;;;;;;;;;;;;;;
Alsónyék;17;738;;;;;;;;;;;;;;;;;;;;;;;
Kissikátor;7;304;;;;;;;;;;;;;;;;;;;;;;;
Hercegkút;15;652;;;;;;;;;;;;;;;;;;;;;;;
Balatonberény;27;1 174;;;;;;;;;;;;;;;;;;;;;;;
Csoma;10;435;;;;;;;;;;;;;;;;;;;;;;;
Somogybükkösd;2;87;;;;;;;;;;;;;;;;;;;;;;;
Pusztamagyaród;13;566;;;;;;;;;;;;;;;;;;;;;;;
Pilisszentlászló;29;1 263;;;;;;;;;;;;;;;;;;;;;;;
Tápiószele;143;6 235;;;;;;;;;;;;;;;;;;;;;;;
Bugyi;123;5 363;;;;;;;;;;;;;;;;;;;;;;;
Enying;155;6 775;;;;;;;;;;;;;;;;;;;;;;;
Kisbucsa;10;438;;;;;;;;;;;;;;;;;;;;;;;
Köcsk;6;263;;;;;;;;;;;;;;;;;;;;;;;
Újszentmargita;33;1 447;;;;;;;;;;;;;;;;;;;;;;;
Kistótfalu;7;307;;;;;;;;;;;;;;;;;;;;;;;
Jásztelek;36;1 580;;;;;;;;;;;;;;;;;;;;;;;
Egyházasgerge;16;703;;;;;;;;;;;;;;;;;;;;;;;
Tomajmonostora;17;747;;;;;;;;;;;;;;;;;;;;;;;
Gógánfa;18;791;;;;;;;;;;;;;;;;;;;;;;;
Dalmand;29;1 275;;;;;;;;;;;;;;;;;;;;;;;
Bogdása;6;264;;;;;;;;;;;;;;;;;;;;;;;
Gutorfölde;22;968;;;;;;;;;;;;;;;;;;;;;;;
Győröcske;4;176;;;;;;;;;;;;;;;;;;;;;;;
Kányavár;3;132;;;;;;;;;;;;;;;;;;;;;;;
Kistolmács;4;176;;;;;;;;;;;;;;;;;;;;;;;
Lovászhetény;7;308;;;;;;;;;;;;;;;;;;;;;;;
Rábasebes;2;88;;;;;;;;;;;;;;;;;;;;;;;
Újvárfalva;6;264;;;;;;;;;;;;;;;;;;;;;;;
Kőszárhegy;36;1 585;;;;;;;;;;;;;;;;;;;;;;;
Vatta;20;881;;;;;;;;;;;;;;;;;;;;;;;
Tiszapalkonya;33;1 454;;;;;;;;;;;;;;;;;;;;;;;
Boldva;55;2 424;;;;;;;;;;;;;;;;;;;;;;;
Birján;12;529;;;;;;;;;;;;;;;;;;;;;;;
Révleányvár;11;485;;;;;;;;;;;;;;;;;;;;;;;
Pusztamonostor;36;1 591;;;;;;;;;;;;;;;;;;;;;;;
Csabdi;29;1 282;;;;;;;;;;;;;;;;;;;;;;;
Újléta;25;1 106;;;;;;;;;;;;;;;;;;;;;;;
Kesznyéten;41;1 818;;;;;;;;;;;;;;;;;;;;;;;
Beleg;14;621;;;;;;;;;;;;;;;;;;;;;;;
Nagykinizs;8;355;;;;;;;;;;;;;;;;;;;;;;;
Kérsemjén;7;311;;;;;;;;;;;;;;;;;;;;;;;
Császló;9;400;;;;;;;;;;;;;;;;;;;;;;;
Csemő;104;4 623;;;;;;;;;;;;;;;;;;;;;;;
Alsógagy;2;89;;;;;;;;;;;;;;;;;;;;;;;
Sopronnémeti;7;312;;;;;;;;;;;;;;;;;;;;;;;
Ordacsehi;19;847;;;;;;;;;;;;;;;;;;;;;;;
Homokkomárom;5;223;;;;;;;;;;;;;;;;;;;;;;;
Kisköre;63;2 814;;;;;;;;;;;;;;;;;;;;;;;
Madaras;63;2 814;;;;;;;;;;;;;;;;;;;;;;;
Túrony;6;268;;;;;;;;;;;;;;;;;;;;;;;
Mezőcsát;133;5 950;;;;;;;;;;;;;;;;;;;;;;;
Fertőrákos;51;2 282;;;;;;;;;;;;;;;;;;;;;;;
Zalamerenye;4;179;;;;;;;;;;;;;;;;;;;;;;;
Vonyarcvashegy;57;2 551;;;;;;;;;;;;;;;;;;;;;;;
Szendrő;92;4 118;;;;;;;;;;;;;;;;;;;;;;;
Bársonyos;17;761;;;;;;;;;;;;;;;;;;;;;;;
Márokpapi;15;672;;;;;;;;;;;;;;;;;;;;;;;
Vajta;20;896;;;;;;;;;;;;;;;;;;;;;;;
Vezseny;15;672;;;;;;;;;;;;;;;;;;;;;;;
Vízvár;12;538;;;;;;;;;;;;;;;;;;;;;;;
Bérbaltavár;12;539;;;;;;;;;;;;;;;;;;;;;;;
Méhkerék;47;2 112;;;;;;;;;;;;;;;;;;;;;;;
Bihardancsháza;4;180;;;;;;;;;;;;;;;;;;;;;;;
Borzavár;17;765;;;;;;;;;;;;;;;;;;;;;;;
Cégénydányád;15;675;;;;;;;;;;;;;;;;;;;;;;;
Komlóska;6;270;;;;;;;;;;;;;;;;;;;;;;;
Dunaszekcső;42;1 892;;;;;;;;;;;;;;;;;;;;;;;
Imrehegy;15;676;;;;;;;;;;;;;;;;;;;;;;;
Hajdúhadház;297;13 394;;;;;;;;;;;;;;;;;;;;;;;
Vashosszúfalu;8;361;;;;;;;;;;;;;;;;;;;;;;;
Alattyán;45;2 033;;;;;;;;;;;;;;;;;;;;;;;
Erdőkövesd;14;633;;;;;;;;;;;;;;;;;;;;;;;
Cserkeszőlő;51;2 306;;;;;;;;;;;;;;;;;;;;;;;
Nyírmeggyes;60;2 713;;;;;;;;;;;;;;;;;;;;;;;
Orci;12;543;;;;;;;;;;;;;;;;;;;;;;;
Timár;30;1 359;;;;;;;;;;;;;;;;;;;;;;;
Heréd;42;1 903;;;;;;;;;;;;;;;;;;;;;;;
Dubicsány;6;272;;;;;;;;;;;;;;;;;;;;;;;
Putnok;152;6 896;;;;;;;;;;;;;;;;;;;;;;;
Soltszentimre;29;1 316;;;;;;;;;;;;;;;;;;;;;;;
Várbalog;9;409;;;;;;;;;;;;;;;;;;;;;;;
Balinka;21;955;;;;;;;;;;;;;;;;;;;;;;;
Drávaszerdahely;4;182;;;;;;;;;;;;;;;;;;;;;;;
Felsőpáhok;16;728;;;;;;;;;;;;;;;;;;;;;;;
Kardoskút;18;819;;;;;;;;;;;;;;;;;;;;;;;
Tiszapüspöki;46;2 093;;;;;;;;;;;;;;;;;;;;;;;
Bakonypölöske;9;410;;;;;;;;;;;;;;;;;;;;;;;
Ózd;770;35 114;;;;;;;;;;;;;;;;;;;;;;;
Csővár;14;639;;;;;;;;;;;;;;;;;;;;;;;
Oroszi;3;137;;;;;;;;;;;;;;;;;;;;;;;
Rábaszentandrás;10;457;;;;;;;;;;;;;;;;;;;;;;;
Városföld;50;2 287;;;;;;;;;;;;;;;;;;;;;;;
Kisnyárád;4;183;;;;;;;;;;;;;;;;;;;;;;;
Somogyfajsz;12;549;;;;;;;;;;;;;;;;;;;;;;;
Kemestaródfa;5;229;;;;;;;;;;;;;;;;;;;;;;;
Fülöpjakab;25;1 146;;;;;;;;;;;;;;;;;;;;;;;
Zalacsány;22;1 009;;;;;;;;;;;;;;;;;;;;;;;
Balatonmáriafürdő;17;780;;;;;;;;;;;;;;;;;;;;;;;
Biharugra;20;918;;;;;;;;;;;;;;;;;;;;;;;
Dinnyeberki;2;92;;;;;;;;;;;;;;;;;;;;;;;
Kajdacs;25;1 150;;;;;;;;;;;;;;;;;;;;;;;
Kaposgyarmat;2;92;;;;;;;;;;;;;;;;;;;;;;;
Velény;3;138;;;;;;;;;;;;;;;;;;;;;;;
Csanádapáca;56;2 581;;;;;;;;;;;;;;;;;;;;;;;
Pogányszentpéter;11;507;;;;;;;;;;;;;;;;;;;;;;;
Vizsoly;20;923;;;;;;;;;;;;;;;;;;;;;;;
Halogy;6;277;;;;;;;;;;;;;;;;;;;;;;;
Sásd;66;3 051;;;;;;;;;;;;;;;;;;;;;;;
Somogyacsa;4;185;;;;;;;;;;;;;;;;;;;;;;;
Mezőnagymihály;22;1 018;;;;;;;;;;;;;;;;;;;;;;;
Csörög;47;2 175;;;;;;;;;;;;;;;;;;;;;;;
Geresdlak;17;787;;;;;;;;;;;;;;;;;;;;;;;
Baranyaszentgyörgy;3;139;;;;;;;;;;;;;;;;;;;;;;;
Bükkmogyorósd;3;139;;;;;;;;;;;;;;;;;;;;;;;
Mátraverebély;41;1 903;;;;;;;;;;;;;;;;;;;;;;;
Felsőnyárád;21;975;;;;;;;;;;;;;;;;;;;;;;;
Egerszólát;24;1 116;;;;;;;;;;;;;;;;;;;;;;;
Nyáregyháza;83;3 864;;;;;;;;;;;;;;;;;;;;;;;
Zemplénagárd;16;746;;;;;;;;;;;;;;;;;;;;;;;
Söjtör;32;1 493;;;;;;;;;;;;;;;;;;;;;;;
Böde;6;280;;;;;;;;;;;;;;;;;;;;;;;
Martonyi;9;420;;;;;;;;;;;;;;;;;;;;;;;
Uppony;6;280;;;;;;;;;;;;;;;;;;;;;;;
Beszterec;22;1 027;;;;;;;;;;;;;;;;;;;;;;;
Patalom;7;327;;;;;;;;;;;;;;;;;;;;;;;
Kápolnásnyék;83;3 880;;;;;;;;;;;;;;;;;;;;;;;
Tomor;5;234;;;;;;;;;;;;;;;;;;;;;;;
Zselickisfalud;5;234;;;;;;;;;;;;;;;;;;;;;;;
Kajászó;24;1 124;;;;;;;;;;;;;;;;;;;;;;;
Mezőcsokonya;26;1 218;;;;;;;;;;;;;;;;;;;;;;;
Kékcse;34;1 594;;;;;;;;;;;;;;;;;;;;;;;
Tamási;173;8 115;;;;;;;;;;;;;;;;;;;;;;;
Gyomaendrőd;288;13 514;;;;;;;;;;;;;;;;;;;;;;;
Dunavecse;85;3 991;;;;;;;;;;;;;;;;;;;;;;;
Üllés;66;3 100;;;;;;;;;;;;;;;;;;;;;;;
Bürüs;2;94;;;;;;;;;;;;;;;;;;;;;;;
Drávasztára;9;423;;;;;;;;;;;;;;;;;;;;;;;
Litka;1;47;;;;;;;;;;;;;;;;;;;;;;;
Sajópetri;33;1 552;;;;;;;;;;;;;;;;;;;;;;;
Szalkszentmárton;60;2 824;;;;;;;;;;;;;;;;;;;;;;;
Szentgál;60;2 824;;;;;;;;;;;;;;;;;;;;;;;
Tass;63;2 969;;;;;;;;;;;;;;;;;;;;;;;
Szalatnak;7;330;;;;;;;;;;;;;;;;;;;;;;;
Császártöltés;49;2 312;;;;;;;;;;;;;;;;;;;;;;;
Barbacs;16;755;;;;;;;;;;;;;;;;;;;;;;;
Szaporca;5;236;;;;;;;;;;;;;;;;;;;;;;;
Hidegkút;10;473;;;;;;;;;;;;;;;;;;;;;;;
Hermánszeg;6;284;;;;;;;;;;;;;;;;;;;;;;;
Rohod;27;1 278;;;;;;;;;;;;;;;;;;;;;;;
Szihalom;42;1 991;;;;;;;;;;;;;;;;;;;;;;;
Fülöpszállás;49;2 323;;;;;;;;;;;;;;;;;;;;;;;
Csősz;22;1 043;;;;;;;;;;;;;;;;;;;;;;;
Gyüre;28;1 328;;;;;;;;;;;;;;;;;;;;;;;
Györköny;21;997;;;;;;;;;;;;;;;;;;;;;;;
Káva;14;665;;;;;;;;;;;;;;;;;;;;;;;
Majs;20;950;;;;;;;;;;;;;;;;;;;;;;;
Nemeskér;4;190;;;;;;;;;;;;;;;;;;;;;;;
Sérsekszőlős;3;143;;;;;;;;;;;;;;;;;;;;;;;
Kistormás;7;334;;;;;;;;;;;;;;;;;;;;;;;
Kurd;24;1 146;;;;;;;;;;;;;;;;;;;;;;;
Pocsaj;58;2 770;;;;;;;;;;;;;;;;;;;;;;;
Szabadszállás;133;6 361;;;;;;;;;;;;;;;;;;;;;;;
Hetyefő;2;96;;;;;;;;;;;;;;;;;;;;;;;
Pamlény;1;48;;;;;;;;;;;;;;;;;;;;;;;
Szentgáloskér;11;528;;;;;;;;;;;;;;;;;;;;;;;
Tótszentgyörgy;3;144;;;;;;;;;;;;;;;;;;;;;;;
Bodrogolaszi;19;913;;;;;;;;;;;;;;;;;;;;;;;
Pacsa;35;1 682;;;;;;;;;;;;;;;;;;;;;;;
Váckisújfalu;10;481;;;;;;;;;;;;;;;;;;;;;;;
Palotabozsok;18;866;;;;;;;;;;;;;;;;;;;;;;;
Pere;7;337;;;;;;;;;;;;;;;;;;;;;;;
Pusztacsalád;6;289;;;;;;;;;;;;;;;;;;;;;;;
Háromfa;15;724;;;;;;;;;;;;;;;;;;;;;;;
Csököly;22;1 063;;;;;;;;;;;;;;;;;;;;;;;
Sárszentlőrinc;22;1 063;;;;;;;;;;;;;;;;;;;;;;;
Makkoshotyka;18;870;;;;;;;;;;;;;;;;;;;;;;;
Pápoc;6;290;;;;;;;;;;;;;;;;;;;;;;;
Óbarok;17;822;;;;;;;;;;;;;;;;;;;;;;;
Kismarja;27;1 306;;;;;;;;;;;;;;;;;;;;;;;
Katafa;7;339;;;;;;;;;;;;;;;;;;;;;;;
Csabacsűd;36;1 744;;;;;;;;;;;;;;;;;;;;;;;
Söréd;11;533;;;;;;;;;;;;;;;;;;;;;;;
Poroszló;59;2 862;;;;;;;;;;;;;;;;;;;;;;;
Mánfa;16;777;;;;;;;;;;;;;;;;;;;;;;;
Hejőpapi;24;1 166;;;;;;;;;;;;;;;;;;;;;;;
Apátfalva;62;3 016;;;;;;;;;;;;;;;;;;;;;;;
Sikátor;7;341;;;;;;;;;;;;;;;;;;;;;;;
Lövő;29;1 413;;;;;;;;;;;;;;;;;;;;;;;
Szentpéterúr;21;1 025;;;;;;;;;;;;;;;;;;;;;;;
Baktakék;17;830;;;;;;;;;;;;;;;;;;;;;;;
Füle;18;879;;;;;;;;;;;;;;;;;;;;;;;
Nyírparasznya;20;979;;;;;;;;;;;;;;;;;;;;;;;
Felsőnána;13;637;;;;;;;;;;;;;;;;;;;;;;;
Kishódos;2;98;;;;;;;;;;;;;;;;;;;;;;;
Sajókeresztúr;31;1 521;;;;;;;;;;;;;;;;;;;;;;;
Epöl;13;638;;;;;;;;;;;;;;;;;;;;;;;
Sajóivánka;13;638;;;;;;;;;;;;;;;;;;;;;;;
Alsószentiván;12;589;;;;;;;;;;;;;;;;;;;;;;;
Nemesvita;7;344;;;;;;;;;;;;;;;;;;;;;;;
Eperjeske;25;1 232;;;;;;;;;;;;;;;;;;;;;;;
Arló;79;3 898;;;;;;;;;;;;;;;;;;;;;;;
Rém;26;1 283;;;;;;;;;;;;;;;;;;;;;;;
Szűcsi;31;1 535;;;;;;;;;;;;;;;;;;;;;;;
Kisgyőr;34;1 684;;;;;;;;;;;;;;;;;;;;;;;
Bélavár;7;347;;;;;;;;;;;;;;;;;;;;;;;
Drágszél;7;347;;;;;;;;;;;;;;;;;;;;;;;
Aldebrő;14;695;;;;;;;;;;;;;;;;;;;;;;;
Taktabáj;12;596;;;;;;;;;;;;;;;;;;;;;;;
Geszteréd;36;1 789;;;;;;;;;;;;;;;;;;;;;;;
Szuhakálló;20;995;;;;;;;;;;;;;;;;;;;;;;;
Bodmér;5;249;;;;;;;;;;;;;;;;;;;;;;;
Balatonederics;21;1 046;;;;;;;;;;;;;;;;;;;;;;;
Felsőlajos;19;947;;;;;;;;;;;;;;;;;;;;;;;
Sátorhely;13;648;;;;;;;;;;;;;;;;;;;;;;;
Feldebrő;20;997;;;;;;;;;;;;;;;;;;;;;;;
Zalaszentbalázs;16;798;;;;;;;;;;;;;;;;;;;;;;;
Hollóháza;17;849;;;;;;;;;;;;;;;;;;;;;;;
Drávagárdony;3;150;;;;;;;;;;;;;;;;;;;;;;;
Maglóca;2;100;;;;;;;;;;;;;;;;;;;;;;;
Kátoly;6;301;;;;;;;;;;;;;;;;;;;;;;;
Rétalap;12;602;;;;;;;;;;;;;;;;;;;;;;;
Szentliszló;6;301;;;;;;;;;;;;;;;;;;;;;;;
Szőlősgyörök;26;1 305;;;;;;;;;;;;;;;;;;;;;;;
Felsőmarác;5;251;;;;;;;;;;;;;;;;;;;;;;;
Abod;4;201;;;;;;;;;;;;;;;;;;;;;;;
Taktaszada;40;2 010;;;;;;;;;;;;;;;;;;;;;;;
Döbrököz;39;1 960;;;;;;;;;;;;;;;;;;;;;;;
Hottó;7;352;;;;;;;;;;;;;;;;;;;;;;;
Mezőkomárom;19;956;;;;;;;;;;;;;;;;;;;;;;;
Buzsák;30;1 510;;;;;;;;;;;;;;;;;;;;;;;
Abaliget;14;706;;;;;;;;;;;;;;;;;;;;;;;
Bózsva;4;202;;;;;;;;;;;;;;;;;;;;;;;
Köröm;31;1 566;;;;;;;;;;;;;;;;;;;;;;;
Ráksi;9;455;;;;;;;;;;;;;;;;;;;;;;;
Jászdózsa;42;2 125;;;;;;;;;;;;;;;;;;;;;;;
Szulimán;5;253;;;;;;;;;;;;;;;;;;;;;;;
Porcsalma;57;2 887;;;;;;;;;;;;;;;;;;;;;;;
Kalaznó;3;152;;;;;;;;;;;;;;;;;;;;;;;
Somogydöröcske;3;152;;;;;;;;;;;;;;;;;;;;;;;
Karád;31;1 571;;;;;;;;;;;;;;;;;;;;;;;
Nagyrécse;22;1 115;;;;;;;;;;;;;;;;;;;;;;;
Nyársapát;42;2 129;;;;;;;;;;;;;;;;;;;;;;;
Balatonakali;14;710;;;;;;;;;;;;;;;;;;;;;;;
Kétújfalu;14;710;;;;;;;;;;;;;;;;;;;;;;;
Veszprémfajsz;5;254;;;;;;;;;;;;;;;;;;;;;;;
Átány;30;1 525;;;;;;;;;;;;;;;;;;;;;;;
Kunfehértó;44;2 237;;;;;;;;;;;;;;;;;;;;;;;
Pinnye;7;356;;;;;;;;;;;;;;;;;;;;;;;
Taktaharkány;71;3 616;;;;;;;;;;;;;;;;;;;;;;;
Révfülöp;23;1 173;;;;;;;;;;;;;;;;;;;;;;;
Sály;35;1 787;;;;;;;;;;;;;;;;;;;;;;;
Felsőkelecsény;7;358;;;;;;;;;;;;;;;;;;;;;;;
Tákos;7;358;;;;;;;;;;;;;;;;;;;;;;;
Méra;33;1 691;;;;;;;;;;;;;;;;;;;;;;;
Szentimrefalva;4;205;;;;;;;;;;;;;;;;;;;;;;;
Nagykereki;27;1 387;;;;;;;;;;;;;;;;;;;;;;;
Hegyszentmárton;8;411;;;;;;;;;;;;;;;;;;;;;;;
Szatmárcseke;32;1 645;;;;;;;;;;;;;;;;;;;;;;;
